"Date","Clicks","Impressions","Avg. CTR"
"2/17/2026 12:00:00 AM","0","2","0"
"2/18/2026 12:00:00 AM","0","1","0"
"2/19/2026 12:00:00 AM","0","2","0"
"2/20/2026 12:00:00 AM","0","2","0"
